overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
4.0,True,"07 16, 2014",AFJUSRQTNHJ5I,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},Digger,Did the job....,Tax Time Again!,1405468800,,
5.0,True,"07 12, 2014",A2N2XU3U2LYUZS,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},wla755,Worked well.,Five Stars,1405123200,,
4.0,True,"07 10, 2014",A3JP831AUTAFB7,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},Pet Parent,It is tax software.,Four Stars,1404950400,,
4.0,True,"07 5, 2014",A33IUIT8G4MA4N,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},Happy Happy Joy Joy,"Happy Happy Joy Joy! It was just as it was advertised, so it gets four stars, what else is there to say! They would get five stars if they went above and beyond what was advertised and expected.

Imagine if your grocery store was like Amazon, and you had to rate every product you purchased! How annoying would that be?",Happy Happy Joy Joy,1404518400,,
5.0,True,"06 25, 2014",ADWUJZ8865J2A,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},Old Codger,"I have been using Turbotax Deluxe to do my taxes every year since 1997 and really don't know how I could do it without them. It is fast, easy and very complete and it seems that they almost guarantee a refund every year. Hope they never let up!!!",Couldn't do without it!,1403654400,,
5.0,True,"06 11, 2014",A3RVDXHXWXI6K4,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},James Neglia,"This is the 4 year I have prepared my own taxes and Turbo tax makes it all possible.  Over the past 4 years, I have save hundreds of dollars in accountant fees! Bravo for making this program user friendly!",Tax time,1402444800,,
4.0,True,"06 10, 2014",A28DEENZR1ER2A,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},Richard L. Walker,Best to use year after year. Brings forward year after year info for prior years. Gives good hints about what may be missing/needed.,Have used for years-Good,1402358400,,
5.0,True,"05 28, 2014",A3TNXRZR8ESVU3,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},J. H. Smith,I use Turbo Tax every year to do my taxes. The Tax chore is completed easily and quickly with a guarantee of no errors.,"Turbo Tax, the definitive tax program.",1401235200,,
5.0,True,"05 23, 2014",A7NQJPXN1QBLH,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},Dr. James A. Dwyer,"I have used both HRBlock and TurboTax products.  While both may have their issues, which seem to change from year to year, using TT consistently makes the year-to-year data transfer and comparison easier than switching back and forth. Some special features may not be transparent enough for the user who wants to know exactly what is happening (e.g., dealing with self-employment tax and clergy housing allowance), but my returns seem to be in order!",No complaints,1400803200,,
4.0,True,"05 15, 2014",AJK49DENMS2BT,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},Richard E. J. Burke,"Our government is pretty intimidating and especially with the personal income tax system. Rather than hours of trying to figure out government instructions with their tax forms, I use TurboTax, and their e-filing for both FED and State, and their audit insurance program. I once worked my way through an IRS audit just after I liquidated a small business at a great loss. The IRS agent came to my home and offered her my PC which had Quicken and QuickBooks and she worked on it for a few days. Then I moved to California and continued with the IRS through ten rounds of mail and response. The IRS found my books clear and well-supported, but the time spent was considerable, and the tummy acid on my side even more so. So I pay for Turbotax plus add-ons. What we really need  is a serious tax reform where filing is on one sheet of paper.","Saves a lot of effort, but pricey",1400112000,,
5.0,True,"05 7, 2014",A6FSYF9LXS7AE,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},Johnpix,"I've used TurboTax for over 20 years, have never been audited and wouldn't use any other tax software.  If you're wondering what to do, just buy it and you won't be sorry.  It's accurate and simple to use.",TurboTax Deluxe Great Program,1399420800,,
3.0,True,"05 4, 2014",ADEZOPMPKK146,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},Amazon Customer,"TurboTax Deluxe Fed, Efile and State 2013 with Refund Bonus Offer  is a good tax program. I do feel it is a overprice and it gets the job done without an accountant. Recommended.",Good Tax Program,1399161600,,
5.0,True,"04 25, 2014",A2QK6CWANYGXTB,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},J. Musil,"Turbo Tax 2013 worked really great this year, no problems whatsoever.  Easy to get around from forms to being guided through it.",TurboTax 2013,1398384000,,
5.0,True,"04 8, 2014",A2IX2PCXS5O2FK,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},Mike In San Diego,"That's right buffalo bob, its tax time.

for those of you that remember Howdy Doody, you know that taxes can be a three ring circus.

Turbo tax helps to do a quick and speedy filing.

don't be like Clarabell the clown and mess it up.

after all, the IRS doesn't seem to have a sense of humor. (insert government/puppet joke of your choosing)

happy filing!","HEY KIDS, WHAT TIME IS IT?",1396915200,,
5.0,True,"04 5, 2014",A3NMEF3MJ0A3PL,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},R. Callicotte,We found this answered all of the questions we had last year about certain deductions. Much more straightforward and quite an improvement since last year's taxes with this same software. We have used TurboTax for years and found it's accurate and so much cheaper than an accountant.,Works Fine and Even Better Than Last Year,1396656000,,
1.0,False,"03 30, 2014",A2AOW20EGSCAY2,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},C. A. Boswell,"First, if you have filed online at turbotax.com in previous years, then DON'T even think about purchasing this product since you can not transfer information between online and desktop (PC) platforms. Secondly, the Amazon gift certificate program was a complete scam. My federal refund was over $300, so you would think that I could get $300 in gift certificates, right? Wrong! It said ""the maximum amount of your federal refund that you can apply to Amazon gift cards is $100. So a benefit of only $10, which doesn't come close to offsetting the money that I spent on this piece of crap software which isn't any better than the online version anyways. To make matters worse, if you file from the PC desktop version of Turbotax, the fee for filing a state return is $24.99, whereas it is only $17.99 for the same service from within the online Turbotax.com platform. Never, ever again will I purchase Turbotax software on a disk. Stick to the online version and don't be tempted by these Amazon gift card perks...",Highway Robbery,1396137600,,
5.0,True,"03 30, 2014",A1GGXJZOI5GEAQ,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},Alan Rayner,"I have used Turbo Tax for the last four years and have had no problems. I do not like the fact that they charge an extra $19.99 to E-file your state tax form, they should be more up front and include it in the price. This year they offered 10% more on your tax return if you bought Amazon gift cards. I did this and it worked out great! It was like getting Turbo tax and all sales taxes on all my purchases from Amazon for free!",I am a repeat customer,1396137600,,
5.0,True,"03 30, 2014",A18FT4SOVZ4CCW,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},SunbowSue,"Use it every year and amazon had the best price for the Turbo Tax and Quicken.  Our taxes are very straight forward and this software works great for us.  We also use Quicken to track investment so I get the combo pack for the combo price!  Highly recommend for the DIY'r, especially someone just beginning to do their own taxes and tracking their investments!  A good learning tool!",Great Software!,1396137600,,
4.0,True,"03 26, 2014",A2TXR85WQLE32N,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},HMS Warspite,"This TurboTax Deluxe edition for Tax Year 2013 offers the Federal and one state tax return, along with free Federal e-file. For a small fee, it will also e-file the state return. TurboTax seems to get a little easier to use each year, although there is definitely a learning curve with the program. You can upload or download the basics and updates; the questions are designed to walk you through your taxes in hours instead of days. Provided your taxes aren't especially complicated, this might be the way to get them done. Recommended.",How to get it done...,1395792000,,
5.0,True,"03 22, 2014",AX1EFGUXGMSQG,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},Roger W. Brown Jr.,"I've used TT since it was sold by the developers working from a nearby garage.
Easy to use and enough source identification that issues can be resolved.
The import prior year data feature makes tax prep much easier.",Excellent product and better this year,1395446400,,
3.0,True,"03 21, 2014",A2EZTM9WY5B5IL,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},Casan,"Not as user friendly as previous years. And I had to wait 4 days for updated forms to be downloaded. This was supposed to be ready by the e/o 2013. Editing, as usual, is not simple. Also no state electronic filing, only Federal. I'll mail mine in.",Not Great,1395360000,,
5.0,True,"03 19, 2014",A1LG1DKUZXGJ6J,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},N. Beitler,"Though my refund shrunk quite a bit this year, it had nothing to do with the workings of this software. I have been using TurboTax for about a dozen years, now, and I still love how simple it makes things. Since I began using this software to do our family's taxes, the whole process has no longer been a chore. I would highly recommend it to anyone who is wary of public tax accountants and wants a more hands-on experience.",As good as ever!,1395187200,,
5.0,True,"03 15, 2014",A1IJOBQD8CY8K1,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},kwmar,"I've used TurboTax software (physical disc) for many years and have never been disappointed. One year I tried another well-known product and didn't like it. I decided I had to go back to TurboTax! Another year it was recommended that I use a professional tax person...and he made a major error on my return that required an amended form plus Social Security consequences a few years later! Never again. TurboTax is so good about asking all the right questions and not leaving any stone unturned, but it's extremely flexible, allowing as much user intervention as is needed, and it's very intuitive.

This year's version seems to be better than ever (I didn't think that was possible)!",TurboTax Rules!,1394841600,,
5.0,True,"03 12, 2014",A2F2Y0BJS7V49Y,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},Jeanne,as described,Five Stars,1394582400,,
4.0,True,"02 27, 2014",A16LE2XBKYYRJJ,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},J. Dresser,"This edition of Turbotax lacked several help screens. There was a message stating that help would be added at a later upgrade.
Other than that, I think I did pretty well with my taxes. I filed them in late February.",Review of Turbotax Deluxe 2013,1393459200,,
5.0,True,"02 24, 2014",A3VHYQ0MSE35HJ,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},PonyExpress,We always use Turbotax to do our refunds .  We  filed  our taxes online and in 7 days we had our refund from the Federal government.  .The state was a 20.00 fee  so we mailed it in not being in any hurry  to get it back.,Quick ship and Quick Tax refund,1393200000,,
4.0,True,"02 24, 2014",AFIHZGX5DMIXS,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},Rich P,Been using Turbo Tax for 5 years.  Seems liek this one isn't quite as user friendly as past years.  When I answer that I don't want to provide information on usage of the software I shouldn't have to tell it thtat every time  start it.,5 years on Turbo Tax,1393200000,,
2.0,False,"02 20, 2014",A1AIKETKYWVID9,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},Mary-Theresa,"I was very disappointed in Turbo Tax for the 2013 tax year.  When entering deductions, where you used to be able to just enter a figure from my Quicken Summary; you now have to break it down into multiple lines for the program to accept it.  Is this Intuit's idea of a positive Turbo Tax Update or is this the IRS cracking down and telling software companies to make it more difficult to take earned deductions???",Disappointed,1392854400,,
4.0,True,"02 15, 2014",A1KRT1B3C08AHQ,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},K. Gibbons,"I had no problems with the software itself installing, updating and doing my taxes. But when it came time to select part of my refund as an Amazon gift card with the 10% bonus, I am a little concerned with all of the fine print of the offer. Part of that fine print is that the bank that is handling the bonus offer can use your contact info pretty much any way they want to including ""offers from third parties"". I went ahead and did the offer anyway grabbing enough bonus to actually have the software more than pay for itself, but it will be interesting to see how many ""offers"" I get flooded with as this year goes on. Anyway, just be aware that the bonus offer comes with strings attached.",Bonus Amazon Refund a Bit Disconcerting,1392422400,,
4.0,True,"02 14, 2014",A2VZ43530IHTJU,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},dickb,"I have been a TurboTax user for more than a dozen years and found this to be more than adequate for my use.  My wife and I are retired with normal income, IRA wihdrawals, rental income and depreciation.  Once the software updates were complete (a factor of waiting for Congress to detail the changes in laws which they passed for the preceding year), the sotware operated well and accurately.
This year, TurboTax (Intuit) divided the former Deluxe software into two parts: the one reviewed here plus an ""upgraded"" version to better handle depreciation and other rental expenses.  All of the forms are contained in this edition and can be completed by a knowledgable user.  It is my understanding that the upgrade (more $) has step-by-step instructions to lead one thru these operations, but I chose to do this function manually.
Taxes filed and accepted by both Federal & CA; awaiting refund.","Comprehensive Tax-Filing Software Suitable for Basic and Moderately Complex Tax Situations, for 2014 Tax Filings",1392336000,,
4.0,True,"02 13, 2014",A24AB6DJ00YOJ6,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},Dan,"I've used Turbo tax for several years now and like it very much.  Of course, the more you use a product, the more familiar one becomes with it.  I particularly like the ease of transfer, the ability to quickly go to forms if the need arises.  Technical support has been very useful.",Used it for years,1392249600,,
3.0,True,"02 13, 2014",A1SEUUCNU8G8EW,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},Paul M. Kankula,"The program works and is easy to use.  However, it certainly is over-price and contains additional perks that I would never use...  These perks are how they justify charging more & more every year",What can you say..?,1392249600,,
3.0,True,"02 11, 2014",A2A187H32FTQNH,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},Michael Wyrwa,"It does its job, no problems, I got my refund in 9 days. Nothing much has changed since last year except the amounts of taxes",same as usuaL,1392076800,,
5.0,True,"02 6, 2014",A1B8EJQU73YGL9,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},Nicholas Wilson,"I've used TurboTax Deluxe for many years and like it a lot.  I'm self-employed and have to file Schedule C. That's included in the Deluxe version, so no need to pay more for the Home & Business version. This version also includes a download of your state income tax software and forms.","Really does a good job, and e-filing gets the refund back in a week or two.",1391644800,,
5.0,True,"02 4, 2014",A22RIIYSPA3EDH,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},R. Eye,"UPDATE: I imported data from 2012 TurboTax to 2013 but the software has a GLITCH - it altered the birth date of the primary taxpayer to 01/01/year.  When I filed electronically, both federal & state were REJECTED due to the birth date not matching the Social Security database.  Users will receive an email with the message Your federal return has been rejected.  Here's the problem with your return:

F1040-525-01 - You did not enter either a Date of Birth or Date of Death for the Primary Taxpayer.

I was on hold for sixty minutes with TurboTax while I was searching its site for questions and found a bunch of other users with the same problem.  While you can check your filing status by bringing up TurboTax and selecting check status, and can change the birth date and then refile, it is a problem that users should be aware of since it is a simple matter to check the birth dates, or any other data that has been imported from last year.  I was just so used to not encountering any issues that I failed to even look at the data.  Just passing this issue along....

I've used TurboTax for years without issue.  I tried Tax Cut (I think it was called that) many years ago and quickly returned to TurboTax.  The interview style is slightly tedious for me when there are no changes in my return except the amounts, but I truly appreciate it when I do have changes.  I like the old TurboTax better where I could just go to a page so easily and type my entry - it seems more difficult to do this now, or maybe my brain is just slower after all these years.  I also like the link with It's Deductible.  Highly recommended!",Updated: glitch? Great software I have used for years,1391472000,,
5.0,True,"02 3, 2014",A3TH42PC3EZV1B,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},Black Cat 27,"I've used TurboTax to file both Fed and State taxes for more than thirty years.  It has always been the most accurate when computing your refund, and the easiest to use.  Never had a problem with it.","The easy, accurate way to file your income taxes.",1391385600,,
5.0,True,"01 31, 2014",A3SK123DS7DGM1,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},Stephanie Pack,"It only took about five minutes to install, and it works like a charm, just like the last 5+ years I have been using TurboTax.  THANK GOODNESS!!  I held my breath the whole time, scared to death it was going to flop. I am still wondering why so many other folks are having problems. So sorry for them ~ I wish I was more computer-literate and able to discuss that side of it.

Upon reading all those other troubled reviews, I was just about convinced I needed a new computer, just to do my taxes! I guess come April/May I will 'for real' when the support for XP goes away, but for now, I am happy with my old fashioned XP and my smoothly operating TTS (trusty tax software!)

I started not to get TurboTax this year, based on all those negative reviews, but thanks to 'gut instinct', all is good.

Oh, for the Software itself, yeah the Important part of the review, I really can't say much ... I hate math and I hate doing taxes.  That's why I choose TurboTax ... They do it all for me :)  Even though our taxes are really pretty simple/straightforward, all I have to do is fill in the blanks. Easy-peasy overall, free e-file and the State form is what does it for me.  What more could a girl want ??
;-)",It works on my (OLD desktop) Windows XP!  YAY.,1391126400,,
5.0,True,"01 24, 2014",A25C2M3QF9G7OQ,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},Comdet,"I've been using Turbo Tax for a decade-plus and continue to find it to be the best of the bunch when it comes to preparing my personal and small business returns.  Simple to use (well, as simple as anything that is based on the US Tax Code can be), reliable and straightforward.

Zero problem importing my past year return, which is a huge time saver.

I like how I can opt to stay within a menu-driven interface or, when needed, jump right into the actual tax form. Their ""for your records"" printouts are also very helpful, although very lengthy (recommend saving it to a PDF unless you want to have your printer chew through a lot of paper).

Wish my tax prep was easier, but Turbo Tax is the best tool I've found to help minimize the trouble and pain of filing tax returns.","Continues to impress, year after year",1390521600,,
5.0,True,"01 22, 2014",AEU0PXF31KEOC,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},Vulkrider,"What can you say, been using it for years and it is a good product. Good support and updates. Will buy it next year too.",As advertised,1390348800,,
5.0,True,"01 22, 2014",A3EU25XMBJJ4Q3,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},Greg,I am very delighted about this software.  I kept on buying Turbo Tax since 2000.  It helps me a lot in knowing all the aspects of filing my Income Tax Return.,Good Recommendations,1390348800,,
5.0,True,"01 21, 2014",A2KMV056844YV2,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},Book lover,"You cannot go wrong using the TurboTax Deluxe Fed Efile and State 2013 tax program. I have used Turbo Tax for many years and I have found that it is an excellent tax preparation program. The program takes you step by step in preparing your taxes and although it may not be painless, it is easy to follow the directions. I was really pleased with the Amazon special offer price.",Can't go wrong with TurboTax,1390262400,,
4.0,False,"01 20, 2014",A1T1YSCDW0PD25,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},Lantana Al,"DO YOU NEED TO FILE STATE TAX? Make sure you get a state version if you do, or federal only if you don't.

This review is for TuboTax 2013 Deluxe for Federal Returns. Fortunately I live in Texas and there is no state income tax so I don't have to worry about the state portion.

TurboTax has had its share of issues but I came back to it because it does seem to be the best there is, but I'm knocking off a star because of the history of issues I've had with the program in previous years (like it not calculating tax correctly until I deleted some assets and then re-entered them). However, I was a little shocked to read that it requires 515MB of HD space PLUS up to 1.5GB more if Microsoft .NET 4 if not installed (Mac is only 360MB). Wow! That could be over 2GB of HD to do taxes. How inefficient we have become, bat at least HD space is cheap nowadays.

The system requirements specifically mention Windows XP, Vista, and Windows 7/8 but not Windows 8.1. When I installed it on my Windows 8.1 64-bit machine, installation (mid Jan 2014) seemed to go well without any problems. When it checked for updates, it found 4 updates and they all seemed to install properly... so no major install issues for me (unlike a few years ago).

NOTE: Deluxe will do a Schedule C just fine, but it may not provide as much help as the Home & Business version. If you have been doing taxes yourself for awhile then you might not need to pay the extra money for the additional help.

I will update this review as I continue to use the product.

Pros:
* Price includes federal E-File
* Overall, probably the best tax program there is
* Does not say it works on Windows XP 64-bit (but does with 32-bit XP with SP 3+) (anyone even use XP 64-bit anyway?)
* Works on 32-bit and 64-bit versions of Vista and Windows 7/8/8.1
* Deluxe version can do a Schedule C for the self-employed - but it doesn't provide as much guidance as the Home & Business edition
* Claims that your return will be accurate, guaranteed* (with some fine print)

Cons:
* Not perfect (but how can US taxes ever be perfect)?
* Have encountered bugs in previous years that caused me to have to delete and re-enter assets
* Might take over 2GB of HD space on Windows according to the system requirements
* I'm not happy with the reports I've read indicating saying that Intuit lobbies Congress to keep taxes overly complicated, presumably so they can make more money from sales of their tax software.

WARNING ABOUT THE ONLINE VERSION (DOES NOT APPLY TO DESKTOP VERSION):

* Intuit has removed the ability to do Schedule D and E in TurboTax Online Deluxe (you need Premier)
* Intuit has removed the ability to do Schedule C and F in TurboTax Online Deluxe (you need Home & Business)","Most likely the best there is, but not perfect",1390176000,13,
5.0,False,"01 16, 2014",A3CW0ZLUO5X2B1,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},Long-Suffering Technology Consumer,"TurboTax has been my tax software choice for 15 years running. During that time, Intuit has offered better and weake versions. The 2013 edition is as good as any I've used to date.

If asked to identify those chores that personal computing and online services have helped take the pain out of, I wouldn't hesitate to place income tax preparation at the top of the list. Before software, tax time was a three-day long parade of headache-inducing calculations, trips to the library for the correct forms, and the pain of the calculations from worksheets and schedules. While my tax situation has been relatively stable from year to year, TurboTax has compressed three days of extended misery over the correctness of my math to a much shorter period of compressed misery over the extent of my tax burden and interpreting IRS instructions. Intuit had a rough period in the early 2000s with both privacy and functionality in TurboTax (and a STINGY approach to how many users could prepare taxes from a single copy). Those days are happily in the past

This version allows you to prepare and E-File up to five federal returns. Installation was issue free and took less than 10 minutes in a Windows 7 machine (64-bit, Intel i7-3770 CPU @ 3.4 GHZ and 16 GB RAM). Updates since installation have also been painless. Because I had return data from last year's edition on my computer already, our personal data was already filled in, and the program smartly queried about the same sources of income and interest and deductions/credits as last year.

With all of my tax documents at hand, and a moderately complex 1040 filing scenario, I was finished in less than an hour. Other than the fundamental pain that comes with tax time: what's not to like about that?","After all these years, still taming the lions of tax time...",1389830400,5,
5.0,True,"01 14, 2014",A1ISULY59G6JB4,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},Vibert,"Product arrived in a timely manner, securely packaged. I have used this product for  approximately 14 years and am thoroughly satisfied with its operation. Easy to complete, transfers data from previous year, prompts for possible deductions and error checks the return, when completed. It highlights areas likely to be audited to be sure that you have the proper documentation.","TurboTax Deluxe Fed, Efile and NYS 2013",1389657600,,
5.0,True,"01 12, 2014",AYKFN6Z2Q457S,B00F8K9MZQ,{'Platform:': ' PC/Mac Disc'},Alfie,What can I say.  I've been using TurboTax for years and it has always proven itself to me.  It is very easy to use and it even does my state taxes too.,Taxes,1389484800,,
