overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
5.0,True,"02 16, 2017",AIT20JDK6ZWZN,B0001FS9NE,,Thom S.,"Unit came used, but in fine condition. Seems to be working well. I have not tried any advanced functionality as I just got a null-modem cable to get into that part.",but in fine condition. Seems to be working well,1487203200,,
5.0,True,"12 30, 2016",A1LNWNTJV8OXKC,B0001FS9NE,,Proteous,Excellent,Excellent,1483056000,,
5.0,True,"10 21, 2016",A2RM0Q8VFSH0OW,B0001FS9NE,,Odewan,Great price from a company that also provides massive amounts of help for all your communication needs.,Five Stars,1477008000,,
5.0,True,"10 14, 2016",A2QU1RTXCWNAVA,B0001FS9NE,,Naval,"I have had this for years, it works great, no power sag.",Love it.,1476403200,,
5.0,True,"10 2, 2016",A2GG6IJ55UX6YZ,B0001FS9NE,,Pablo Masotta,This AP rocks!!! I miss you 3Com!!!!,I miss you 3Com!!!!,1475366400,,
5.0,True,"09 9, 2016",A32OJFTLJUUPZI,B0001FS9NE,,Carmen Gonzalez,Love this! Good deal too!,Five Stars,1473379200,,
5.0,True,"07 20, 2016",ALXRKQ572JVN4,B0001FS9NE,,UpwrdMblty,shelved the item when  i found significant rf noise,product works be needs shielding,1468972800,,
5.0,True,"06 16, 2016",AK3K19MB191ZO,B0001FS9NE,,Flamingo C.,"It has worked for us reliably, and we don' have any complaint with its functioning. Besides, this switch offers a lightweight and reduced dimensions that allows to easily locate it in any place.",this switch offers a lightweight and reduced dimensions that allows to easily locate it in any place,1466035200,,
5.0,True,"05 15, 2016",A28ZB85V5UMY22,B0001FS9NE,,Hutton Headley,very good after about four years,Five Stars,1463270400,,
5.0,True,"05 2, 2016",A1TZ9MCWA6EHJ1,B0001FS9NE,,Barium86,Bought for son's Mac works great on my HP laptop,Five Stars,1462147200,,
5.0,True,"03 6, 2016",A3V1DM71RMGBFB,B0001FS9NE,,carleton,nice & simple works!,Five Stars,1457222400,,
5.0,False,"01 26, 2016",A1SLOSK3LFHWM1,B0001FS9NE,,Amazon Customer,omg this router is amazing,amazing,1453766400,,
5.0,True,"01 24, 2016",A3D44572MFVIMI,B0001FS9NE,,Comin Seance,Works as expected,Five Stars,1453593600,,
5.0,False,"12 29, 2015",A3K082UB8PHLO5,B0001FS9NE,,Joseph Matthews,"OK here is the deal...  I got this 2 in 1 i5core/ 6GB/ 1TB hard drive machine on Christmas eve 2015 and it was unbelievably slow. I had to wait about 15 seconds to see a row of my pictures, downloads took extremely long, YouTube videos buffered at lease 10 times in one minute, updates kept popping up every time I turned this machine on. I began looking into replacing my NEW hard drive with a newer SSD hard drive and I was getting extremely stressed and pissed off. I mean, my girlfriends 5 yrs old $300 HP laptop was faster, so I called Asus tech support 1-888-678-3688. They talked me through a hard reboot and, ""OMG!"" This is the fastest computer ever! I don't know if it needed a factory update or what, but it is really fast. I can go on Netflix, YouTube, listen to music, watch picture, and surface yahoo news, with no buffering or delays.",OK here is the deal... I got ...,1451347200,,
5.0,True,"11 23, 2015",A1I7HLVM8OHMCF,B0001FS9NE,,Walter McNamee,NICE PRICE AND JUST LIKE THE ONE MY PHONE COMPANY WANTED $100.00 FOR AND IT WORKS FINE,Five Stars,1448236800,,
5.0,True,"10 31, 2015",A20PKGHQ0KQPXH,B0001FS9NE,,hieu,Work perfectly with my hackintosh,Five Stars,1446249600,,
5.0,True,"10 9, 2015",A1YZDWOWFXC094,B0001FS9NE,,Daniel J. Ayala,Works nicely on a 10+ year old laptop.,Works good,1444348800,,
5.0,True,"06 12, 2015",A4EJM72NKO4YM,B0001FS9NE,,Debra,Excellent,Excellent,1434067200,,
5.0,False,"06 1, 2015",A1JZFGZEZVWQPY,B0001FS9NE,,Professor H,"With this Qnap you get a lot for your money. Inexpensive, PLEX support, decent app and options to choose from. Has good performance as a home or small business NAS.
DRAM 512MB
Flash Memory 512MB
TS-251-4G: 4GB DDR3L RAM (2GB x 2)
TS-251: 1GB DDR3L RAM
Total memory slots: 2 (expandable up to 8GB)
LED Lights Status, LAN, USB, HDD 1, HDD 2

Ports
2 x USB 3.0 port (Front: 1, Rear: 1)
2 x USB 2.0 port (Rear: 2)
Support USB printer, pen drive, and USB UPS etc.
Lan 2 x Gigabit RJ-45 Ethernet port

Supported Clients
Windows 7 and Windows Server 2003 onward, Apple Mac OS X onward, Linux & UNIX

Supported Browsers
Google Chrome
Microsoft Internet Explorer 10+
Mozilla Firefox
Apple Safari

Storage Management
Single Disk, JBOD, RAID 0, 1
Online RAID capacity expansion
Online RAID level migration
Bad block scan and hard drive S.M.A.R.T.
Bad block recovery
RAID recovery
Bitmap support

Works with 2.5-inch and 3.5-inch SATA hard disk drives and/or solid-state drives (SSD) from major hard drive brands. For the compatible hard disks, please check the compatibility list on QNAP website (http://www.qnap.com/compatibility).

1 to 2-drive single disk volume, JBOD, RAID 0, 2-drive RAID 1.

For complete information you can just click here for the operating manual.
http://us1.qnap.com/Storage/Manual/QTS_user_manual_SMB_eng_4.1_2015_0115.pdf",TS 251 NAS,1433116800,,
5.0,True,"05 29, 2015",A1OJ9V614SM587,B0001FS9NE,,Susan Hope,Worked great!,Nice buy.,1432857600,,
5.0,True,"05 24, 2015",A2ETPOKJOA57W6,B0001FS9NE,,Rick C,"I give it a 5 star because it did increase range.
Not significantly, but just enough to reach the distance I needed.  Worth the ROI.  IMO.
Soon I will replace the router and hopefully reuse these.",I give it a 5 star because it did increase ...,1432425600,,
5.0,False,"05 2, 2015",A1JZFGZEZVWQPY,B0001FS9NE,,Professor H,"Super for home or business networks.
In addition to this eight port, I also have the 16 port that i run my office with. The design and mounting of these switches is great looking and functional. First switch to ever look cool. Power supply is built in so there is no power brick / wall wart.
Simple to mount. Simple to setup. And simple to manage with software (windows only)'or direct IP address of switch through any browser.
You will be impressed.",Super for home or business networks.,1430524800,,
5.0,True,"05 1, 2015",AI6YOSOWFYF82,B0001FS9NE,,wladimir luquez,EXCELLENT,Five Stars,1430438400,,
5.0,False,"04 21, 2015",A31N0XY2UTB25C,B0001FS9NE,,Stephanie Sullivan,"The Netgear ProSAFE 8-port Gigabit Click Switch is a office-space networking game changer. The unique office-friendly design with integrated mounting and cable management are stand-out differentiators. This ""smart-switch"" has management capability appropriate for a office environment switch with power-saving electronics.

Design:
One of the first things that stands out on the ProSAFE Click switches is the form factor. The sleek dimensions clearly have the modular office environment in mind and can mount at many places in modular non-modular office environments.

The click mounting system makes mounting a snap - literally. The locking tab make secure mounting of the Click Switch to the base in any of 2 orientations.

The 8 port version has a sturdy plastic case in a silent fanless design. The 16 port model is also fanless, but has a durable metal case.

The 8 port model provides 2 convenient USB charging ports suitable for tablets and other high-charge USB applications.  The power budget is 15W for both and any one port limited to 10W. This makes it handy in offices and conference rooms making it convenient for tablets or phones to get a charge boost. I like this in my home office because it eliminates 2 power bricks from my power strip.

The interesting power connection can be plugged in to have the cable exit either in the same direction and the network cables or at 90 degrees to that out the long dimension. There is no ""power brick"" to clog up power strips - the power adapter is internal to the switch. Something I find a very desirable feature.

The included Velcro cables tie completes the picture of switch design by someone who was thinking about usability in the real world as much as moving bits and bytes.

Configuration:
I downloaded and installed the ProSafe Plus Configuration Utility from the Netgear support site. The configuration utility found the switch automagically making it super easy perform initial setup on the Click Switch. The intuitive process was easy and there are only a couple of things to setup unless you need advanced features.

' Set the IP address - I recommend setting either a static IP address or a DHCP reserved address (what I did in my firewall) so the switch will always be at the same IP address.
' Change the password - The default password is ""password"", so change it to something better!

The Click Switch also has a web based management interface that is very usable if you prefer that instead of the configuration utility. I do.

The advanced (and just nice) configurable features include:
' The port LEDs can be turned off so they are not distracting (Just nice and good for bedrooms too!)
' IEEE 802.1Q-or port-based VLANs are supported for segregated traffic (i.e. voip/data)
' Extensive QoS by WRR, strict priority, or both, Port-based QoS, IEEE 801.2p QoS, ToS QoS and DSCP based QoS. These are to help make sure time sensitive traffic gets priority (i.e. voip or video).
' Port by port Rate limiting
' Port by port link speed and flow control settings (including a ""disable"" setting to turn a port off if desired)
' Port by port Broadcast Filtering
' Port by port cable testing (good for a quick cable integrity check)
' Multicast control via IGMP snooping
' Port mirroring which connects two ports like a old school hub (good for troubleshooting or some monitoring)

Note: the 8 port model has no LAG (Link Aggregation Groups aka Trunking). The 16 port model has up to 2 LAG group which can be nice for devices with 2 LAN ports that support static LAG. NAS devices come to mind.

Most users will not need to mess with most of the advanced features.

Green Power Use:
The 8 port Click Switch uses a max of 20.1W of power including 15W of USB charging occurring at the same time. This means without someone charging their device power maxes out about 5W. With smart port power management most of the time power consumption should be less. Perhaps much less. This is less power than used to be common for unmanaged or ""dumb"" switches. The savings can add up if you have a bunch of these in your business.

Support:
I did not need to contact support with the 8 port Click switch, but while testing my 16 port model I did and got excellent support. Be sure to register your Click switch within 30 days of purchase and you'll get  a lifetime warranty for a little extra peace of mind.

Conclusions:
The Netgear ProSAFE 8-Port Gigabit Click Switch has game-changing office oriented design and usability in a silent package. It is a capable smart switch which has good management and important features. The advanced features can make it possible to reliably integrate time sensitive traffic in the same switch as NAS file sharing, isolate traffic via VLAN support and more.

The switch is wire-speed which means it can move traffic as fast as it can be pushed over the individual LAN cables. In my testing this is the case as with pretty much any modern smart and many ""dumb"" switches. Getting data through a switch has become pretty much a given these days.

I had moved away from Netgear switches in recent years. Other manufacturers had more attractive solutions for my clients' needs. Not so with the Click Switch. Because Netgear has built a compelling product for office (and many other) environments with a fairly rich feature set and easily managed I'm giving it 5 stars.

I'll be placing these into my client environments as new switches are needed. Well done Netgear.

Hope this helps someone!","Outstanding DESIGN, Feature RICH, Easily MANAGED, Great SUPPORT, GREEN",1429574400,,
5.0,True,"04 21, 2015",A3RK4C2I5SPZNO,B0001FS9NE,,JayB,"Item came quickly, exactly as described, and a great price.
Way cheaper from this seller than other places online.
Easy to add modules makes this switch extremely flexible and future-proof",and a great price. Way cheaper from this seller than other ...,1429574400,,
5.0,True,"04 6, 2015",A1E3P6P5I9H215,B0001FS9NE,,K. Kasin,Perfect for my needs. I used this cable to extend from an amp to the antenna.,Great jumper cable,1428278400,,
5.0,True,"03 2, 2015",A1OP3DBLTQC5SR,B0001FS9NE,,Rose Homan,Great!,Five Stars,1425254400,,
5.0,False,"02 22, 2015",A1JZFGZEZVWQPY,B0001FS9NE,,Professor H,"This unit is much faster and more powerful that Trendnets other access points, but it comes at about double the price.
I had tested two of the TEW-653AP that were needed to cover the desired area of use with no dead spots. Ended up replacing both of those with one of these access points.
Very pleased with the results.
I had originally considered the Trendnet TEW-653AP but the lack of features for modern high speed needs left that one out of the running. Speed of 300mbps vs 600 mbps.
I needed the extended power rating along with gigabit ethernet WAN ports that this unit has. Also wanted the 5gb ability that the TEW 653 did not offer.

Here is the power output for those who want the details. Transmit.
802.11a: FCC/CE: 17 dBm/-75 dBm (typical) @ 54 Mbps
802.11b: FCC/CE: 20 dBm/-90 dBm (typical) @ 11 Mbps
802.11g: FCC/CE: 17 dBm/-76 dBm (typical) @ 54 Mbps
802.11n: FCC/CE: 17 dBm/-69 dBm (typical) @ 300 Mbps 2.4GHz &5 GHz
802.11n: FCC/CE: 18 dBm/-70 dBm (typical) @ 300 Mbps 5 GHz

The Wifi Standards are:
IEEE 802.11a/b/g/n, IEEE 802.3/3u/3ab, IEEE 802.3af/az",Very pleased with the results,1424563200,,
5.0,True,"02 22, 2015",A3VNNC6YER083I,B0001FS9NE,,Sicario,Excellent Seller and Product!,Excellent Product!,1424563200,,
5.0,True,"01 31, 2015",A1CTO812YAY1QP,B0001FS9NE,,Wolfgang Hargitai,Everything was ok!,Five Stars,1422662400,,
5.0,True,"01 27, 2015",A1U5KM2Y6T5II0,B0001FS9NE,,Javier Alejandro Cure De Las Salas,Excelente,Five Stars,1422316800,,
5.0,True,"12 29, 2014",A2U276LA0HC7HD,B0001FS9NE,,FRMartin,Works great,Five Stars,1419811200,,
5.0,True,"12 10, 2014",A3O3D9EFNNZ3EY,B0001FS9NE,,MWH,Working great and good price,Five Stars,1418169600,,
5.0,True,"12 6, 2014",A28QQLZKCH4IU3,B0001FS9NE,,Schlager,Works,works,1417824000,,
5.0,True,"11 30, 2014",A1TL5X32Z3KNVC,B0001FS9NE,,alnevie,Excellent product,Five Stars,1417305600,,
5.0,False,"11 26, 2014",A1Q0OFY99JXU43,B0001FS9NE,,Charlie C.,"anyone knows that can i buy two of this.
one as hca, the other as tca???",Five Stars,1416960000,,
5.0,True,"10 24, 2014",A1YX7VKXJA8E3A,B0001FS9NE,,EYAL ZAMIR,"Great product , cheap and durable",Five Stars,1414108800,,
5.0,True,"10 9, 2014",AXO1SEG20M3VX,B0001FS9NE,,El Segundero,Works great and can't beat the price!!,Five Stars,1412812800,,
5.0,True,"10 1, 2014",A2N4QZL8L2NVKX,B0001FS9NE,,Jerome P. Wicker,excellent,Five Stars,1412121600,,
5.0,True,"09 21, 2014",A2L5Q1LDOWR2N6,B0001FS9NE,,JCNC,"nice product, recomended",Five Stars,1411257600,,
5.0,True,"09 6, 2014",A2BEM5JXJ4W16V,B0001FS9NE,,SBMltd,Works well for PC's that are not equipped with Bluetooth. Plug & Play on Windows products.,Five Stars,1409961600,,
5.0,False,"08 19, 2014",A161FCWNZBHCLD,B0001FS9NE,,Thomas B.,Older laptop with a dial up modem need the upgrade works great.,... with a dial up modem need the upgrade works great.,1408406400,,
5.0,True,"08 8, 2014",A2857LQW3WE18Y,B0001FS9NE,,Marva L.,Love them! Beautiful color!,Five Stars,1407456000,,
5.0,True,"07 6, 2014",A9O72QCR7PQ8,B0001FS9NE,,gregory a. vivarttas,the modem worked and stopped a rental fee each month!,Good deal!,1404604800,,
5.0,True,"04 11, 2014",A1QFZ73XYA5LPU,B0001FS9NE,,Jack Zhang,"21 Mbpbs  with T-Mobile 3G,  need to tape pin 20,  and flash Thinkpad with non-whitelist bios.  I also want to test it under MAC OSX, it has driver and software for MAC OSX from vender's web site

Works perfectly under both Windows 2012 Server and Apple Mavericks 10.9.2",working on x61,1397174400,,
5.0,True,"04 9, 2014",A1E9UHMG4RSKUA,B0001FS9NE,,Amazon_Fan,"Not too many users will have a need for a Power Over Ethernet Injector, but if you do...
The price to usefulness/quality ratio of this Poe is definitely worth it. I had it in use for a SOLID THREE YEARS without even a hiccup. I had a headset w/mic that I used for work, on a daily basis, and this item was a charm and one of the best small investments I made; Once connected I never gave it a second thought. The only reason it's not in use any longer is I no longer have the device I used it with. However, I know when I get another device that can utilize Poe, this little baby will come off the shelf.
I know this review is not timely at all, but I totally forgot about it until I saw it in my items to be reviewed list.
SMC has been around a long time, and if this particular model is no longer available, you can feel safe with any product manufactured by SMC
Two Thumbs Up!...",All Positive: 1-PORT Poe Power Injector,1397001600,,
5.0,True,"04 8, 2014",A2E8MIV25KD50N,B0001FS9NE,,Bradley,"This card is great for ESXi. If a person wanted to they can pass each individual port through to a different VM as this card uses a PLX PCI Express bridge to give dedicated PCIe lanes to each controller. There are two USB3 1042a controllers (Which may need to be downgraded to a lower level firmware as ESXi represents the PCI Device IDs incorrectly), and two Marvell storage controllers which I haven't messed with much.",Great card for ESXi Passthrough to Individual VMs!,1396915200,,
5.0,True,"03 20, 2014",A2Z6TTDFEM53ZW,B0001FS9NE,,cp,"perfect, product worked as stated, basically no set up, just open box and go.  Looks well constructed. Would recommend product to others.",worked great,1395273600,,
5.0,False,"03 15, 2014",A1M462Y70IRKLS,B0001FS9NE,,WIFI-SLAX,"Professional design for tablet, android, IOS
Inner 2000mAh Li-on battery, emergency power charge for your phone
Built-in 2000mAh Li-ion, lasting power supply. Complete charging for iphone And charging four hours for 3G hot spot.",3g 4g router,1394841600,,
5.0,False,"03 13, 2014",A2NAI0BLGATDT7,B0001FS9NE,,DHP,Thank you for a product well suited for small business requirement at a price that is beyond belief. This switch has been in opperation for more than 4 years and replaced previous model that was more than twice the price and lasted 2 years.,Best Switch for Multiple Computer Connections,1394668800,,
5.0,False,"03 4, 2014",A3UFSSZ700NAYC,B0001FS9NE,,Samuel Asay,This switch is perfect for desk use with its Classy Transparent design.  It is a simple setup and I have never had a problem with the functionality of this switch.,Great Little Switch,1393891200,,
5.0,True,"03 4, 2014",A16EESTMO8PXNC,B0001FS9NE,,Isaac Cheung,My old one failed to work after continuously working for 4 years.  Unfortunately the company behind this product can no longer be found.  Luckily I found this one as a replacement.,Works like a charm.,1393891200,,
5.0,True,"02 22, 2014",A2ZVKG17FKUC1Q,B0001FS9NE,,Walt Esquivel,"Small, completely portable, inexpensive, and, best of all, WORKS GREAT and BETTER than expected!  I'm using this in my RV to take advantage of the public WiFi.  So glad I bought this & now I can watch streaming videos and music on YouTube, CNN.com, & other websites whereas before I could not get a strong enough signal.",Works BETTER than expected!,1393027200,,
5.0,True,"02 1, 2014",A2WH1C8P4KRGNV,B0001FS9NE,,SlickPDP,Bought this hotspot for a hotel guest wireless system and it did the job right. Antenna was a little weak but the features were great.,Works for what it is.,1391212800,,
5.0,True,"01 10, 2014",A2WMO9XF703DHT,B0001FS9NE,,Amazon Customer,"We've all read the technology blurbs - ""Fax is Dead"". This is not true. Many business offices -like real estate- still use fax. So what if one doesn't want a big machine sitting on the desk? This USB external device is a gem. Operation is simple and flawless",External Fax,1389312000,,
5.0,True,"12 31, 2013",AUVBT6VI1P66,B0001FS9NE,,Grinch,I am particularly pleased that this device comes with 2 sizes of bracket.  It was easy to exchange the high-profile bracket for the low-profile one I need.  The device is easy to install and performs well.,It fits nicely in a low-profile PC.,1388448000,,
5.0,True,"12 29, 2013",A2R0KNEDZ92FB8,B0001FS9NE,,Ronald N.,Good product.  Five stars means I had no issues with shipping or the product. It met my expectations and was as listed.,Good Item,1388275200,,
5.0,True,"12 19, 2013",A36GMVSF1UGAJE,B0001FS9NE,,asSeenOnWeb,"This isn't just a 5-port metal sheathed battleship of switching goodness, it's also a networking IT guys secret weapon. This Gigabit switch (and it's larger ProSafe Plus kin) has port mirroring and other advanced functions for comprehensive service quality, diagnosing, and monitoring of network traffic on-the-cheap. It's impossible to find this stuff in the average, everyday un-managed switches at the lower end of the price pool where this one also swims.

To get similar functionality, high-end switches are available in the multi-hundred to thousands of dollars apiece range, and single purpose 'Network Tap' devices are close to the same. This little guy offers most of the same capabilities at an incredible $50/60-ish price tag.

Does it work for everyday home and small office users who need to expand but don't need the extras? Absolutely, and it does it very well. It even comes in 8, 16, or 24 port models if needed. This is my second one of these, with the first still happily humming away since day 1, in 2009.",The secret in the NetGear sauce,1387411200,,
5.0,True,"12 14, 2013",A1TS7YC0CG0P93,B0001FS9NE,,Thomas,This product was researched by a co worker for an application we needed. I was looking for a place to purchase. This price was $20.00 less than any place I could find. The product worked as advertised.,good deal,1386979200,,
5.0,True,"12 10, 2013",AGB5Y8GBJRQ7S,B0001FS9NE,,Spd_Rcr,works and our AV guys love it people show up with laptops and need to connect plus you can have a secondary monitor as an output (we use it for PowerPoint),The Matrix lets you switch it up,1386633600,,
5.0,True,"11 26, 2013",A15NHYDQ8OEL0B,B0001FS9NE,,Zwykly Klijent,"It was amazingly easy to set up for a person like me who knows nearly nothing about computer networks. I was expecting a painful experience and a need to call customer support, but after responding to some simple questions from the ""Setup assistant"" on my Mac, I was suddenly told that it was all done! It works flawlessly ever since, never needing any attention. Just exactly what technology should be like. Thank you Apple!",Flawless and easy setup and perfect performance since.,1385424000,,
5.0,False,"11 19, 2013",A3DLVKHACGIUA0,B0001FS9NE,,gyancy,"Installed in 4 different computer workstations, all worked without issues.  Highly recommend for all windows O/S systems, and the price is hard to beat.",Works without issues,1384819200,,
5.0,True,"09 12, 2013",A1U2G9QN3JNB4S,B0001FS9NE,,Dwayne Edwards,This brand is one of the best on the market I got this hooked up and running astonishing speed throughout my house in all rooms. Nothing beats this,The best switch,1378944000,,
5.0,True,"09 9, 2013",AKFTR2Z33Y0BJ,B0001FS9NE,,Nelson Gruber,"I used this on one of my older laptops to sync my Bluetooth mouse and it works perfectly, the only thing I complain about is that it doesnt work with A2DP...","Good product, great price",1378684800,,
5.0,False,"09 8, 2013",A298076RSGTIS,B0001FS9NE,,Al775,"There are a ton of digital media streaming devices out right now and a lot of them claim they work for digital signage.  They don't.  This one does.  You plug it into an HDMI on any TV or monitor, log it into your Wi-Fi and then create an account on their wensite and you can immediately create any presentation you want.  I have 3 coffee shops and this lets me create new content and post it toall of them at once with no software fee.",The best low cost DS player,1378598400,,
5.0,False,"09 7, 2013",AVQD4OPXBSCVB,B0001FS9NE,,Lizzie407,"I have spent hundreds of dollars and dozens of hours messing around with digital media players trying to create a Digital Sign.  Until I found the DSS media player it seemed like the only options were over $500, bulky and overkill, or $59 junk that just didn't do what I needed it to do and broke down heavy use.  This media player just works. I can create and upload new images and RRS feeds to play in my store even when I am at home and it uploads instantly.  The little thing runs 12 hours a day and has no problems.",No more wasted time.,1378512000,,
5.0,False,"07 15, 2013",A31POTIYCKSZ9G,B0001FS9NE,,So CA Teacher,"I bought this gadget to be able to detect and avoid wifi, as wifi gives me headaches, nausea and heart disturbances. I carry this in my purse and it is an easy way to figure out what the strength of the wifi signals are. [...]
If this item is not available there are others like it on Amazon, do a search on WiFi detectors, or a RF field meter can be obtained, such as an Electrosmog Meter.","Great Gadget for Detecting Wifi - To avoid wifi, in my case",1373846400,,
5.0,True,"06 21, 2013",A3GQ5BDKDYRJSC,B0001FS9NE,,D. Thomas,"This is an old model, but I have two of them which were both purchased used.  The first has been in service for several years now without a single complaint.  I've found them to be much more stable than the consumer-grade products available at most retail outlets.",Rock Solid,1371772800,,
5.0,True,"05 28, 2013",A2YTME3AETDV7J,B0001FS9NE,,Computer nerd,no problems. easy way to update my sony bravia that is 60 feet from my modem/router. i can even watch netflix with no issues.,works good,1369699200,,
5.0,True,"05 23, 2013",A3MEDEQS42LWCM,B0001FS9NE,,John Dorian,"Loved this thing, i went thru so many external 56k modems on my laptop with dial-up internet kept pulling the wires out of it. This thing solved everything. Highly recommended if you live in an area where your stuck to dial-up. And it might not be that bad if you have an office with multiple fax machines instead of buying a modem for each.",BEST INVESTMENT EVER,1369267200,,
5.0,True,"04 30, 2013",AIPFDU0LF1RSQ,B0001FS9NE,,Capeman,"The install was easy, it comes with a disc and it's fairly good price for the item,  These serial ports were standard on PCs in days gone by.  Nobody really carries this item any more.  I was glad to find it here.",2 port serial,1367280000,,
5.0,True,"04 4, 2013",A2N1CTMSLLJ4YX,B0001FS9NE,,Matt,"I have used this to put all my papers, business cards,power cords and my Microsoft Surface.  It is perfect for visiting clients.",Very nice,1365033600,,
5.0,True,"02 19, 2013",A3TGWTP4XJB228,B0001FS9NE,,Louis F.,"I needed a Wireless N PCMCIA adapter for my older laptop.  There are not many low price adapters on the market, so I went ahead and ordered this one.  It works great!  Easy to install.  Excellent reception.
This product was delivered on time and was brand new when I received it.",Outstanding Wireless N Adapter - Very good price,1361232000,,
5.0,True,"02 18, 2013",A3T6BTHV5XVX1X,B0001FS9NE,,David Knorr,"I've had no issues with this hub.  It does exactly what I needed it for, at a good price.  I would highly recommend this to anyone needing to expand their USB port capacity.",Perfect for what I needed,1361145600,,
5.0,True,"02 9, 2013",A3FR0D65FZ0HYC,B0001FS9NE,,Mark McNary,"As expected.
I've used lots of switches over the years and this one is every bit as good as the inexpensive ones from Micro-center.",Worked great right out of the box,1360368000,,
5.0,True,"01 8, 2013",A1A3JC0C2HK8PU,B0001FS9NE,,Hernan D. Gonzalez,"This product is excelent, i receeived in justig time, all OK.

In this case all is excelent.

For what more words, you haave more time ???",Excelent,1357603200,,
5.0,True,"12 4, 2012",A1EDHMIOML5ZPJ,B0001FS9NE,,Glenn Vadney,I get free wifi from the library across the street and download bit torrents all day with this thing....great deal!,perfect,1354579200,,
5.0,True,"11 29, 2012",A5IA80HMZ8P34,B0001FS9NE,,Solar_Ize,"I stress-tested this product by purchasing 1,000 ft of CAT5e stranded UTP cable and connecting both ends using RJ-11 connectors and just one pair of copper conductor.  Although the manufacturer recommends solid copper telephone wires, I thought I'd give it a shot anyways.  The results were impressive.  I got 50 Mbps on the other side and a SpeedTest.net test confirms the same internet speed I get when using my local Giganet LAN (i.e. around 30 Mbps).  Highly recommended product, principally if you need to take a ride on an unused pair of telephone wires to extend a LAN. Bravo B&B.",Great results,1354147200,,
5.0,True,"11 19, 2012",AYICV8N9QCSBE,B0001FS9NE,,lacyt,pluged into my second pc ( other office ) presto internet. easy simple i love easy and simple. would recomend it to a freind,works great,1353283200,,
5.0,True,"10 23, 2012",A10GU5NVTA5I67,B0001FS9NE,,Lawrence Anastasi,"Geart deal, quick shipping and it works great. All you do is plug it into your PC and follow the instructions. Well worth the price and the  shippng was fast",Huawei Web Rocket,1350950400,,
